"measuredItemCPC","description","feedClassification"
"38923","Press-fasteners, snap-fasteners, press-studs and parts therefor; buttons; slide fasteners","not for feed"
"38924","Button moulds and other parts of buttons; button blanks; parts of slide fasteners","not for feed"
"38930","Linoleum","not for feed"
"38941","Photographic plates, film, paper, paperboard and textiles, exposed but not developed","not for feed"
"38942","Photographic plates and film, exposed and developed, other than cinematographic film","not for feed"
"38950","Motion picture film, exposed and developed, whether or not incorporating sound track or consisting only of sound track","not for feed"
"38961","Paintings, drawings and pastels; original engravings, prints and lithographs; original sculptures and statuary, in any material","not for feed"
"38962","Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery (stamped paper) and the like","not for feed"
"38963","Collections and collectors' pieces of zoological, botanical, mineralogical, anatomical, historical, ethnographic or numismatic interest; antiques","not for feed"
"38971","Human hair, unworked, whether or not washed or scoured; waste of human hair","not for feed"
"38972","Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like; wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair n.e.","not for feed"
"38991","Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes","not for feed"
"38992","Baby carriages and parts thereof","not for feed"
"38993","Brooms, brushes, hand-operated mechanical floor sweepers (not motorized), mops and feather dusters; prepared knots and tufts for broom or brush making; paint pads and rollers; squeegees (other than roller squeegees)","not for feed"
"38994","Cigarette lighters and other lighters; smoking pipes and cigar or cigarette holders, and parts thereof; combs, hair-slides and the like; hairpins, curling pins, curling grips, hair-curlers and the like (except electro-thermic apparatus), and parts thereof; scent sprays and similar toilet sprays, and mounts and heads therefor; powder-puffs and pads for the application of cosmetics or toilet prepara","not for feed"
"38995","Parts of cigarette lighters and other lighters (except flints and wicks); pyrophoric alloys; articles of combustible materials n.e.","not for feed"
"38996","Instruments, apparatus and models, designed for demonstrational purposes, unsuitable for other uses","not for feed"
"38997","Imitation jewellery","not for feed"
"38998","Matches","not for feed"
"38999","Articles n.e. (including candles, tapers, skins of birds with their feathers, artificial flowers, entertainment articles, hand sieves, hand riddles, vacuum flasks, tailors dummies, animated displays used for shop window dressing, and parts n.e.)","not for feed"
"391","Wastes from food and tobacco industry","not for feed"
"392","Non-metal wastes or scraps","not for feed"
"393","Metal wastes or scraps","not for feed"
"399","Other wastes and scraps","not for feed"
"3911","Raw offal, inedible (including pigs' bristles, horse hair, animal guts, bird skins, feathers, bones and ivory)","not for feed"
"3912","Bran and other residues from the working of cereals or legumes; vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding n.e.","not for feed"
"3913","Residues of starch manufacture and similar residues","not for feed"
"3914","Beet-pulp, bagasse and other waste of sugar manufacture","not for feed"
"3915","Cocoa shells, husks, skins and other cocoa waste; coffee husks and skins","not for feed"
"3916","Brewing or distilling dregs and waste","not for feed"
"3917","Wine lees; argol","not for feed"
"3918","Tobacco refuse","not for feed"
"39110","Raw offal, inedible (including pigs' bristles, horse hair, animal guts, bird skins, feathers, bones and ivory)","not for feed"
"39110.01","Hair of horses","not for feed"
"39110.02","Leather, used and waste","not for feed"
"39110.90","Other raw offal, inedible (including pigs' bristles, horse hair, animal guts, bird skins, feathers, bones and ivory)","not for feed"
"39120","Bran and other residues from the working of cereals or legumes; vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding n.e.","feedOnly"
"39120.01","Bran of Wheat","not for feed"
"39120.02","Bran of Rice","not for feed"
"39120.03","Bran of Barley","not for feed"
"39120.04","Bran of Maize","not for feed"
"39120.05","Bran of Rye","not for feed"
"39120.06","Bran of Oats","not for feed"
"39120.07","Bran of Millet","not for feed"
"39120.08","Bran of Sorghum","not for feed"
"39120.09","Bran of Buckwheat","not for feed"
"39120.10","Bran of Fonio","not for feed"
"39120.11","Bran of Triticale","not for feed"
"39120.12","Bran of Mixed Grain","not for feed"
"39120.13","Bran of Cereals nes","not for feed"
"39120.14","Bran of Pulses","not for feed"
"39120.15","Pulp, Waste of Fruit for Feed","not for feed"
"39120.16","Beet Tops","not for feed"
"39120.17","Cane Tops","not for feed"
"39120.90","Vegetable Products for Feed nes","not for feed"
"39130","Residues of starch manufacture and similar residues","feedOnly"
"39130.01","Rice, Gluten","not for feed"
"39130.02","Maize Gluten","not for feed"
"39130.03","Potato Offals","not for feed"
"39130.04","Gluten Feed and Meal","not for feed"
"39140","Beet-pulp, bagasse and other waste of sugar manufacture","feedOnly"
"39141","Bagasse","not for feed"
"39149","Beet-pulp and other waste of sugar manufacture","not for feed"
"39140.01","Beet Pulp","not for feed"
"39140.02","Bagasse","not for feed"
"39150","Cocoa shells, husks, skins and other cocoa waste;/ncoffee husks and skins","not for feed"
"39150.01","Coffee Husks and Skins","not for feed"
"39150.02","Cocoa Husks and Shells","not for feed"
"39160","Brewing or distilling dregs and waste","feedOnly"
"39170","Wine lees; argol","not for feed"
"39170.01","Food Wastes","not for feed"
"39170.02","Food Waste, Prep. for Feed","not for feed"
"39180","Tobacco refuse","not for feed"
"3921","Miscellaneous textile wastes/n","not for feed"
"3922","Waste of leather, leather dust, powder and flour","not for feed"
"3923","Residual lyes from the manufacture of wood pulp, including lignin sulphonates, but excluding tall oil","not for feed"
"3924","Waste and scrap of paper or paperboard","not for feed"
"3925","Waste, parings and scrap of rubber (except hard rubber) and powders and granules obtained therefrom","not for feed"
"3926","Used pneumatic tyres of rubber","not for feed"
"3927","Waste, parings and scrap of plastics","not for feed"
"3928","Sawdust and wood waste and scrap","not for feed"
"3929","Other non-metal waste or scrap","not for feed"
"39211","Silk waste","not for feed"
"39212","Waste of wool or of fine or coarse animal hair","not for feed"
"39213","Garnetted stock of wool or of fine or coarse animal hair","not for feed"
"39214","Cotton waste, except garnetted stock","not for feed"
"39215","Other cotton waste; garnetted stock","not for feed"
"39216","Waste of man-made fibres","not for feed"
"39217","Worn clothing and other worn textile articles","not for feed"
"39218","Rags, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials","not for feed"
"3921A","Cotton waste and garnetted stock","not for feed"
"39220","Waste of leather, leather dust, powder and flour","not for feed"
"39230","Residual lyes from the manufacture of wood pulp, including lignin sulphonates, but excluding tall oil","not for feed"
"39240","Waste and scrap of paper or paperboard","not for feed"
